bedroom,bathrooms,furnishing,avalable_for,floor_number,facing,floor_type,parking,aggDur,noticeDur,powerbackup,prUnfurnishedertyage,no_room,pooja_room,study_room,servant_room,store_room,deposit_amt,rent,area,loc,fur_cat,loc_cat,gc_ct,p_age
2,2,Unfurnished,Family Only,4,East,Vitrified,1,0,1,2,5 to 10 Year Old,1,0,0,0,0,3,17000.0,548.0, Wagholi,2,963,1,3
3,3,Unfurnished,All,9,South-East,Ceramic,1,0,0,0,1 to 5 Year Old,1,0,0,0,0,50000,18000.0,548.0, Wagholi,2,963,0,1
4,4,Semifurnished,Family Only,3,East,Wood,2,11,1,2,1 to 5 Year Old,0,1,1,1,0,3,45500.0,2000.0, Wagholi,1,963,1,1
1,1,Semifurnished,All,1,No Direction,Not provided,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,3,6000.0,494.0, Kasar Amboli,1,347,0,1
1,1,Unfurnished,Family Only,1,East,Vitrified,1,11,1,1,5 to 10 Year Old,1,0,0,0,0,0,9500.0,494.0, Kasar Amboli,2,347,1,3
1,1,Unfurnished,All,1,South-West,Vitrified,1,11,1,0,1 to 5 Year Old,1,0,0,0,0,20000,10000.0,550.0, Tingre Nagar,2,885,0,1
1,1,Unfurnished,Family Only,2,North,Not provided,0,0,1,0,10+ Year Old,1,0,0,0,0,40000,10000.0,488.0, Tingre Nagar,2,885,1,2
1,1,Unfurnished,All,0,South-East,Not provided,1,0,0,0,1 to 5 Year Old,1,0,0,0,0,2,10000.0,743.0, Baner,2,71,0,1
2,2,Unfurnished,All,9,East,Vitrified,1,11,1,1,1 to 5 Year Old,0,0,0,0,0,20000,10500.0,840.0, Baner,2,71,0,1
2,1,Semifurnished,All,0,East,Ceramic,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,30000,12000.0,650.0, Karve Nagar,1,343,0,1
1,1,Unfurnished,Family Only,0,No Direction,Not provided,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,10000,4200.0,640.0, Karve Nagar,2,343,0,1
2,2,Semifurnished,Family Only,1,No Direction,Not provided,0,11,0,2,1 to 5 Year Old,1,0,0,0,0,0,10000.0,665.0, Pisoli,1,646,1,1
1,1,Unfurnished,All,0,No Direction,Not provided,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,20000,7500.0,497.0, Pisoli,2,646,0,3
2,2,Furnished,Family Only,6,East,Ceramic,1,0,1,2,0 to 1 Year Old,1,0,0,0,0,100000,28000.0,745.0, Baner,0,71,1,0
2,2,Semifurnished,All,8,South-East,Granite,1,11,1,1,0 to 1 Year Old,1,0,0,0,0,3,23000.0,804.0, Baner,1,71,0,0
2,2,Semifurnished,All,7,No Direction,Not provided,0,0,0,1,1 to 5 Year Old,1,0,0,0,0,0,17500.0,850.0, Dhanori,1,182,1,1
3,3,Unfurnished,All,3,East,Vitrified,1,11,1,2,10+ Year Old,0,0,0,0,1,3,30000.0,1475.0, Dhanori,2,182,1,2
2,2,Semifurnished,Family Only,7,East,Spartex,0,11,2,1,5 to 10 Year Old,1,0,0,0,0,40000,18000.0,508.0, Pimple Saudagar,1,637,1,3
2,2,Semifurnished,Family Only,5,No Direction,Vitrified,1,0,0,1,1 to 5 Year Old,1,0,0,0,0,65000,16000.0,508.0, Pimple Saudagar,1,637,1,1
3,3,Semifurnished,All,1,No Direction,Not provided,2,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,42000.0,1640.0, Kharadi ,1,379,1,1
1,1,Semifurnished,All,1,East,Vitrified,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,40000,14000.0,500.0, Kharadi ,1,379,0,3
3,2,Unfurnished,Family Only,0,East,Not provided,1,24,1,0,5 to 10 Year Old,1,0,0,0,0,3,55000.0,322.0, Pune,2,663,1,3
2,2,Semifurnished,All,9,East,Vitrified,1,11,1,2,5 to 10 Year Old,1,0,0,0,0,3,19000.0,825.0, Pune,1,663,1,3
2,1,Semifurnished,All,2,East,Vitrified,0,24,1,2,10+ Year Old,0,0,0,0,0,40000,14500.0,301.0, Anand Nagar,1,26,1,2
1,1,Unfurnished,All,3,No Direction,Not provided,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,8000.0,301.0, Anand Nagar,2,26,0,1
1,1,Unfurnished,Family Only,1,East,Vitrified,1,11,1,0,5 to 10 Year Old,1,0,0,0,0,0,9800.0,548.0, Wagholi,2,963,0,3
2,1,Unfurnished,All,0,No Direction,Not provided,1,0,0,0,10+ Year Old,1,0,0,0,0,45000,15000.0,548.0, Wagholi,2,963,0,2
3,3,Furnished,All,3,East,Vitrified,1,0,1,1,5 to 10 Year Old,1,0,0,0,0,100000,32100.0,1385.0, Kothrud,0,407,1,3
1,1,Semifurnished,All,2,East,Mosaic,1,11,1,0,10+ Year Old,1,0,0,0,0,30000,13000.0,500.0, Kothrud,1,407,0,2
1,1,Unfurnished,All,2,No Direction,Not provided,0,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,7500.0,578.0, Wakad,2,964,0,0
2,2,Furnished,Family Only,3,North,Ceramic,2,11,1,2,10+ Year Old,1,0,0,0,0,100000,30000.0,1800.0, Wakad,0,964,1,2
2,2,Unfurnished,All,0,No Direction,Not provided,1,0,0,0,1 to 5 Year Old,1,0,0,0,0,20000,10000.0,322.0, Pune,2,663,0,1
1,1,Semifurnished,All,4,No Direction,Not provided,2,11,1,0,1 to 5 Year Old,1,0,0,0,0,0,16500.0,611.0, Pune,1,663,0,1
3,2,Semifurnished,Family Only,5,No Direction,Granite,1,11,1,0,1 to 5 Year Old,1,0,0,0,0,3,15000.0,850.0, Dhanori,1,182,1,1
3,2,Semifurnished,Family Only,2,West,Not provided,1,11,1,0,10+ Year Old,0,0,0,0,1,4,30000.0,869.0, Dhanori,1,182,0,2
1,1,Semifurnished,"Family , Bachelors (Women Only)",0,East,Vitrified,0,0,2,1,5 to 10 Year Old,1,0,0,0,0,60000,16500.0,750.0, Pune,1,663,0,3
2,2,Semifurnished,Family Only,8,East,Vitrified,1,22,1,2,Under Construction,0,1,0,0,0,75000,23000.0,800.95, Pune,1,663,1,5
3,3,Unfurnished,All,3,East,Vitrified,1,11,1,2,5 to 10 Year Old,0,0,0,0,1,3,25000.0,1300.0, Lullanagar,2,438,1,3
1,1,Furnished,Family Only,1,No Direction,Mosaic,0,0,0,0,10+ Year Old,1,0,0,0,0,30000,13500.0,650.0, Lullanagar,0,438,1,2
1,1,Unfurnished,All,6,East,Vitrified,1,11,1,2,Under Construction,0,0,1,0,0,25000,9500.0,500.0, Kale Padal,2,326,1,5
1,1,Unfurnished,All,8,East,Ceramic,0,11,1,2,1 to 5 Year Old,1,0,0,0,0,3,10000.0,344.0, Kale Padal,2,326,1,1
2,2,Unfurnished,All,2,No Direction,Not provided,1,11,1,0,5 to 10 Year Old,1,0,0,0,0,75000,25000.0,1000.0, Kalyani Nagar,2,332,0,3
1,1,Unfurnished,Family Only,1,East,Ceramic,0,11,1,0,1 to 5 Year Old,1,0,0,0,0,3,9000.0,500.0, Kalyani Nagar,2,332,0,1
4,4,Furnished,Family Only,9,East,Marble,2,24,2,2,1 to 5 Year Old,0,0,0,1,0,600000,90000.0,1900.0, Baner,0,71,1,1
2,2,Furnished,All,2,North-West,Vitrified,1,11,1,1,5 to 10 Year Old,1,0,0,0,0,0,16500.0,700.0, Baner,0,71,0,3
1,1,Unfurnished,Family Only,0,South-West,Ceramic,1,11,1,0,1 to 5 Year Old,1,0,0,0,0,14000,6000.0,459.0, Lohegaon,2,429,0,1
1,1,Unfurnished,Family Only,0,West,Not provided,1,0,0,0,0 to 1 Year Old,1,0,0,0,0,29999,12200.0,585.0, Lohegaon,2,429,0,0
2,2,Furnished,"Family , Bachelors (Women Only)",2,East,Ceramic,1,11,1,1,10+ Year Old,1,0,0,0,0,75000,24000.0,750.0, Aundh,0,43,1,2
2,2,Unfurnished,Family Only,4,East,Vitrified,1,12,1,1,0 to 1 Year Old,0,1,0,0,0,25000,10000.0,624.0, Aundh,2,43,1,0
2,2,Unfurnished,Family Only,4,East,Vitrified,1,11,1,1,5 to 10 Year Old,1,0,0,0,0,45000,16000.0,800.0, Baner,2,71,0,3
1,1,Unfurnished,All,2,South-West,Not provided,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,20000,7000.0,743.0, Baner,2,71,0,3
2,2,Semifurnished,Family Only,2,East,Vitrified,1,12,1,1,1 to 5 Year Old,0,0,0,0,0,50000,17000.0,850.0, Dange Chowk,1,169,1,1
2,2,Semifurnished,Family Only,1,North-East,Marble,1,11,0,1,10+ Year Old,1,0,0,0,0,50000,16500.0,749.0, Dange Chowk,1,169,1,2
1,1,Unfurnished,All,3,East,Vitrified,1,0,0,1,1 to 5 Year Old,1,0,0,0,0,4000,3000.0,300.0, Pune,2,663,1,1
1,2,Unfurnished,All,2,East,Vitrified,1,0,0,0,1 to 5 Year Old,1,0,0,0,0,30000,13000.0,674.0, Pune,2,663,1,1
1,1,Unfurnished,Family Only,3,East,Not provided,0,0,2,0,1 to 5 Year Old,1,0,0,0,0,15000,5500.0,346.0, Manjari Budruk,2,477,1,1
2,2,Semifurnished,Family Only,2,South,Not provided,1,24,1,0,5 to 10 Year Old,1,0,0,0,0,35000,14000.0,750.0, Manjari Budruk,1,477,0,3
3,3,Unfurnished,All,5,East,Vitrified,1,11,1,2,10+ Year Old,0,0,0,0,1,3,30000.0,1400.0, Wanowrie,2,972,1,2
1,2,Unfurnished,Family Only,4,No Direction,Not provided,5,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,8000.0,460.0, Wanowrie,2,972,0,0
1,1,Unfurnished,Family Only,1,No Direction,Marble,1,11,0,0,1 to 5 Year Old,1,0,0,0,0,30000,12000.0,440.0, Wakad,2,964,1,1
2,2,Semifurnished,Family Only,7,North-West,Vitrified,1,12,1,2,1 to 5 Year Old,0,0,0,0,0,40000,14000.0,578.0, Wakad,1,964,1,1
3,3,Semifurnished,"Family , Bachelors (Men Only)",2,North-East,Wood,2,24,1,1,1 to 5 Year Old,1,0,0,0,0,65000,19000.0,1050.0, Jambhulwadi,1,305,1,1
1,1,Unfurnished,All,2,East,Vitrified,1,11,1,0,5 to 10 Year Old,0,0,0,0,0,40000,14500.0,600.0, Jambhulwadi,2,305,1,3
3,3,Furnished,All,3,West,Vitrified,2,24,0,2,0 to 1 Year Old,0,0,0,0,0,0,32000.0,1300.0, Baner,0,71,1,0
1,1,Unfurnished,Family Only,3,East,Vitrified,1,11,1,1,5 to 10 Year Old,1,0,0,0,0,18000,18000.0,486.0, Baner,2,71,0,3
1,1,Semifurnished,All,1,North,Not provided,1,0,0,0,5 to 10 Year Old,1,0,0,0,0,35000,11000.0,450.0, Hadapsar,1,257,0,3
1,1,Semifurnished,All,2,No Direction,Not provided,0,0,0,0,10+ Year Old,1,0,0,0,0,25000,7500.0,500.0, Hadapsar,1,257,0,2
2,2,Unfurnished,Family Only,4,West,Vitrified,1,0,1,2,10+ Year Old,1,0,0,0,0,3,17000.0,754.0, NIBM,2,523,1,2
2,2,Semifurnished,All,6,East,Not provided,1,12,0,0,0 to 1 Year Old,0,0,1,0,0,3,26000.0,1600.0, NIBM,1,523,0,0
2,2,Semifurnished,Family Only,7,No Direction,Not provided,1,0,0,0,1 to 5 Year Old,1,0,0,0,0,40000,15000.0,770.0, Wagholi,1,963,0,1
2,1,Furnished,Family Only,2,No Direction,Not provided,1,0,0,0,10+ Year Old,1,0,0,0,0,25000,11000.0,548.0, Wagholi,0,963,1,2
2,2,Unfurnished,All,5,East,Vitrified,1,11,1,1,1 to 5 Year Old,0,0,0,0,0,25000,11000.0,800.0, Wagholi,2,963,1,1
1,1,Unfurnished,Family Only,3,West,Vitrified,1,11,1,1,0 to 1 Year Old,0,1,0,0,0,35000,11000.0,509.6, Wagholi,2,963,0,0
1,1,Semifurnished,All,6,East,Not provided,1,11,1,0,1 to 5 Year Old,1,0,0,0,0,35000,17000.0,450.0, Pimple Saudagar,1,637,1,1
3,3,Furnished,Family Only,8,North-East,Vitrified,2,11,1,2,1 to 5 Year Old,0,1,0,0,0,200000,45000.0,1820.0, Pimple Saudagar,0,637,1,1
2,2,Unfurnished,Family Only,8,West,Wood,1,11,0,1,0 to 1 Year Old,0,0,0,0,0,78000,26000.0,550.0, B.T Kawade Road,2,54,1,0
2,2,Semifurnished,"Family , Bachelors (Women Only)",4,East,Vitrified,1,0,1,2,5 to 10 Year Old,1,0,0,0,0,60000,18000.0,1000.0, B.T Kawade Road,1,54,1,3
2,2,Semifurnished,Family Only,7,North-East,Vitrified,1,24,1,0,0 to 1 Year Old,1,0,0,0,0,2,12500.0,900.0, Undri,1,898,1,0
2,2,Semifurnished,Family Only,2,East,Vitrified,1,0,0,2,5 to 10 Year Old,1,0,0,0,0,3,25000.0,562.0, Undri,1,898,1,3
2,2,Unfurnished,Family Only,4,North-East,Vitrified,1,0,1,0,5 to 10 Year Old,1,0,0,0,0,100000,24000.0,900.0, Erandwane,2,209,1,3
2,2,Unfurnished,"Family , Bachelors (Men Only)",5,No Direction,Marble,1,11,1,0,5 to 10 Year Old,1,0,0,0,0,3,21500.0,520.0, Erandwane,2,209,0,3
1,1,Semifurnished,Family Only,0,No Direction,Not provided,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,9000.0,322.0, Pune,1,663,0,3
2,2,Unfurnished,Family Only,2,No Direction,Vitrified,1,11,1,1,1 to 5 Year Old,1,0,0,0,0,50000,24500.0,322.0, Pune,2,663,1,1
3,4,Unfurnished,All,1,East,Vitrified,1,11,1,2,5 to 10 Year Old,0,0,0,0,1,3,42000.0,3000.0, Mohamadwadi,2,511,1,3
2,2,Unfurnished,Family Only,1,West,Ceramic,1,0,0,2,1 to 5 Year Old,1,0,0,0,0,60000,19000.0,880.0, Mohamadwadi,2,511,1,1
1,1,Unfurnished,Family Only,6,East,Vitrified,0,12,2,1,10+ Year Old,1,0,0,0,0,25000,9000.0,416.0, Raghoba Patil Nagar,2,681,1,2
2,2,Semifurnished,Family Only,6,East,Vitrified,1,24,2,1,5 to 10 Year Old,0,0,1,0,0,4,28000.0,1250.0, Raghoba Patil Nagar,1,681,1,3
2,2,Semifurnished,All,8,No Direction,Not provided,1,0,0,0,10+ Year Old,1,0,0,0,0,6,23000.0,574.0, Tulaja Bhawani Nagar,1,891,0,2
2,2,Semifurnished,All,5,No Direction,Not provided,1,0,0,0,5 to 10 Year Old,1,0,0,0,0,60000,19500.0,574.0, Tulaja Bhawani Nagar,1,891,1,3
1,1,Unfurnished,All,1,North-East,Not provided,1,0,0,0,0 to 1 Year Old,1,0,0,0,0,25000,8000.0,322.0, Pune,2,663,0,0
2,1,Semifurnished,"Family , Bachelors (Women Only)",1,No Direction,Not provided,1,11,1,0,10+ Year Old,1,0,0,0,0,30000,16000.0,850.0, Pune,1,663,0,2
2,2,Unfurnished,Family Only,1,West,Vitrified,1,0,0,0,1 to 5 Year Old,0,0,0,0,0,3,9000.0,548.0, Wagholi,2,963,0,1
1,1,Unfurnished,Family Only,1,South,Ceramic,0,24,1,0,10+ Year Old,1,0,0,0,0,15000,6000.0,350.0, Wagholi,2,963,0,2
2,2,Unfurnished,All,6,East,Vitrified,1,11,1,2,5 to 10 Year Old,0,0,0,0,1,3,22000.0,950.0, Wanowrie,2,972,1,3
1,1,Unfurnished,"Family , Bachelors (Women Only)",1,No Direction,Not provided,0,0,0,0,10+ Year Old,1,0,0,0,0,50000,14000.0,637.0, Wanowrie,2,972,0,2
2,1,Semifurnished,All,1,East,Vitrified,2,0,0,0,5 to 10 Year Old,0,0,1,1,0,0,24000.0,970.0, Koregaon Park,1,404,1,3
2,2,Unfurnished,All,6,East,Marble,1,12,1,1,5 to 10 Year Old,1,0,0,0,0,40000,17000.0,1100.0, Koregaon Park,2,404,1,3
3,3,Semifurnished,Family Only,1,West,Vitrified,1,24,1,2,1 to 5 Year Old,0,0,0,0,0,60000,20000.0,432.0, Dhayari Phata ,1,188,1,1
2,2,Semifurnished,All,1,No Direction,Vitrified,1,0,0,2,5 to 10 Year Old,1,0,0,0,0,3,20000.0,900.0, Dhayari Phata ,1,188,1,3
3,2,Unfurnished,Family Only,1,No Direction,Not provided,1,11,1,0,1 to 5 Year Old,1,0,0,0,0,3,24000.0,1200.0, Kalyani Nagar,2,332,0,1
2,1,Semifurnished,Family Only,2,North-East,Ceramic,1,0,6,0,5 to 10 Year Old,0,1,1,1,0,50000,15000.0,800.0, Kalyani Nagar,1,332,1,3
1,2,Unfurnished,All,2,No Direction,Not provided,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,19000.0,537.0, Hinjewadi,2,276,0,1
2,2,Furnished,All,1,East,Not provided,2,11,1,2,1 to 5 Year Old,1,0,0,0,0,100000,22000.0,900.0, Hinjewadi,0,276,1,1
3,3,Semifurnished,Family Only,1,South-East,Ceramic,1,11,1,1,10+ Year Old,1,0,0,0,0,3,28000.0,1420.0, Pune,1,663,0,2
2,2,Semifurnished,Family Only,6,East,Vitrified,1,11,1,2,0 to 1 Year Old,1,0,0,0,0,75000,15500.0,800.0, Pune,1,663,1,0
1,1,Semifurnished,"Family , Bachelors (Men Only)",3,No Direction,Not provided,0,12,1,0,5 to 10 Year Old,1,0,0,0,0,20000,7500.0,400.0, Mahadev Nagar,1,452,0,3
1,1,Semifurnished,Family Only,1,No Direction,Not provided,0,0,0,0,10+ Year Old,1,0,0,0,0,0,13000.0,540.0, Mahadev Nagar,1,452,0,2
2,2,Furnished,Family Only,6,East,Ceramic,1,11,1,2,1 to 5 Year Old,1,0,0,0,0,5,30000.0,1200.0, Baner,0,71,0,1
2,2,Unfurnished,Family Only,2,No Direction,Not provided,1,0,0,0,10+ Year Old,1,0,0,0,0,5,20000.0,743.0, Baner,2,71,0,2
2,2,Furnished,"Family , Bachelors (Men Only)",2,South,Not provided,1,0,0,0,0 to 1 Year Old,1,0,0,0,0,30000,12000.0,900.0, Swami Samarth Nagar,0,859,0,0
1,1,Semifurnished,All,0,East,Ceramic,1,11,1,0,0 to 1 Year Old,1,0,0,0,0,10000,10000.0,587.0, Swami Samarth Nagar,1,859,0,0
2,2,Semifurnished,All,3,No Direction,Not provided,1,11,1,0,10+ Year Old,1,0,0,0,0,3,18500.0,968.0, Wakad,1,964,0,2
1,1,Unfurnished,Family Only,3,No Direction,Marble,1,0,0,0,10+ Year Old,1,0,0,0,0,35000,9000.0,630.0, Wakad,2,964,0,2
1,1,Semifurnished,Family Only,8,West,Vitrified,1,11,1,1,5 to 10 Year Old,1,0,0,0,0,3,15000.0,1000.0, Kaspate Vasti,1,356,0,3
2,2,Furnished,All,1,No Direction,Not provided,0,0,1,0,5 to 10 Year Old,0,0,1,0,0,65000,24000.0,1165.0, Kaspate Vasti,0,356,1,3
1,2,Semifurnished,Family Only,3,East,Ceramic,0,11,1,0,10+ Year Old,1,0,0,0,0,50000,18000.0,500.0, Narayan Peth,1,538,0,2
2,2,Semifurnished,Family Only,5,No Direction,Not provided,1,11,2,0,5 to 10 Year Old,0,0,0,0,0,50000,18000.0,468.0, Narayan Peth,1,538,0,3
1,1,Unfurnished,Family Only,6,East,Vitrified,1,11,0,2,1 to 5 Year Old,1,0,0,0,0,3,7000.0,297.0, Alandi,2,13,1,1
1,1,Unfurnished,All,3,East,Vitrified,1,11,1,2,1 to 5 Year Old,0,0,1,0,0,40000,13000.0,525.0, Alandi,2,13,1,1
1,1,Unfurnished,Family Only,0,West,Not provided,1,0,0,0,5 to 10 Year Old,0,0,0,0,0,12000,7000.0,303.0, Yamuna Nagar,2,981,0,3
1,1,Unfurnished,Family Only,1,East,Vitrified,0,11,1,0,10+ Year Old,1,0,0,0,0,30000,11000.0,303.0, Yamuna Nagar,2,981,1,2
2,2,Unfurnished,All,1,East,Vitrified,1,11,0,2,5 to 10 Year Old,1,0,0,0,0,50000,17000.0,565.0, Pashan,2,611,1,3
1,1,Furnished,All,2,South-West,Spartex,1,11,1,2,1 to 5 Year Old,0,1,1,1,0,3,14000.0,440.0, Pashan,0,611,0,1
2,2,Furnished,None,1,North,Not provided,0,0,0,0,10+ Year Old,1,0,0,0,0,30000,15000.0,424.0, Hadapsar Gaon,0,258,0,2
2,1,Unfurnished,All,1,East,Marble,4,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,15000.0,650.0, Hadapsar Gaon,2,258,0,3
2,2,Unfurnished,Family Only,5,East,Vitrified,1,11,1,2,5 to 10 Year Old,0,0,0,0,1,50000,22000.0,1070.0, Baner,2,71,1,3
2,2,Semifurnished,All,6,No Direction,Not provided,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,3,16000.0,743.0, Baner,1,71,0,3
2,2,Unfurnished,Bachelors (Women Only),3,East,Vitrified,1,11,1,2,5 to 10 Year Old,0,0,0,0,1,3,18000.0,1000.0, Lullanagar,2,438,1,3
2,2,Semifurnished,Family Only,1,North-West,Ceramic,1,11,1,1,5 to 10 Year Old,1,0,0,0,0,60000,20000.0,1025.0, Lullanagar,1,438,1,3
1,1,Furnished,Bachelors (Men/Women),2,North,Not provided,1,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,16000.0,428.0, Wadgaon Sheri,0,955,1,0
1,1,Semifurnished,All,1,East,Vitrified,1,11,1,1,5 to 10 Year Old,0,0,0,0,1,40000,11000.0,680.0, Wadgaon Sheri,1,955,1,3
2,1,Semifurnished,Family Only,3,West,Ceramic,0,0,0,2,10+ Year Old,1,0,0,0,0,40000,15000.0,750.0, Pimple Gurav,1,634,0,2
2,2,Semifurnished,Family Only,1,East,Ceramic,4,0,0,0,0 to 1 Year Old,1,0,0,0,0,30000,12000.0,900.0, Pimple Gurav,1,634,0,0
2,2,Unfurnished,All,6,East,Marble,1,11,1,2,1 to 5 Year Old,0,0,0,0,1,35000,13500.0,750.0, Wagholi,2,963,1,1
3,3,Semifurnished,Family Only,9,East,Vitrified,2,11,1,1,1 to 5 Year Old,0,0,1,0,0,3,33000.0,1650.0, Wagholi,1,963,1,1
1,1,Semifurnished,All,1,East,Vitrified,0,11,1,2,1 to 5 Year Old,0,0,0,0,0,3,9000.0,456.0, Sasane Nagar,1,763,1,1
2,1,Semifurnished,Family Only,0,No Direction,Not provided,1,0,0,0,10+ Year Old,0,0,0,0,0,30000,4500.0,457.0, Sasane Nagar,1,763,1,2
3,3,Furnished,All,2,No Direction,Not provided,1,0,0,0,1 to 5 Year Old,1,0,0,0,0,2,65000.0,390.0, Defence Area,0,178,0,1
3,2,Unfurnished,All,7,No Direction,Not provided,1,0,0,2,1 to 5 Year Old,1,0,0,0,0,45000,15000.0,390.0, Defence Area,2,178,1,1
1,1,Unfurnished,All,4,South,Marble,1,24,1,0,1 to 5 Year Old,0,0,0,0,0,30000,9500.0,645.0, Pune,2,663,1,1
1,1,Unfurnished,"Family , Bachelors (Men Only)",1,North-East,Not provided,1,11,1,0,5 to 10 Year Old,1,0,0,0,0,25000,12000.0,500.0, Pune,2,663,0,3
1,1,Unfurnished,All,3,East,Not provided,1,0,0,0,1 to 5 Year Old,1,0,0,0,0,25000,8000.0,322.0, Pune,2,663,0,1
1,2,Semifurnished,All,3,North,Vitrified,1,11,1,1,10+ Year Old,0,0,0,0,0,40000,12000.0,550.0, Pune,1,663,1,2
2,2,Unfurnished,Family Only,9,West,Vitrified,1,0,1,1,1 to 5 Year Old,1,0,0,0,0,35000,14000.0,720.0, Laxmi-Narayan Nagar,2,428,1,1
2,2,Semifurnished,Family Only,4,East,Ceramic,1,24,1,0,10+ Year Old,0,0,0,0,0,3,21000.0,475.0, Laxmi-Narayan Nagar,1,428,1,2
2,2,Unfurnished,Family Only,0,East,Marble,2,11,1,0,0 to 1 Year Old,0,1,1,0,0,20000,15000.0,307.0, Uruli Devachi,2,910,0,0
2,2,Semifurnished,Family Only,8,North-West,Vitrified,1,11,1,1,0 to 1 Year Old,1,0,0,0,0,25000,8500.0,950.0, Uruli Devachi,1,910,0,0
3,3,Furnished,Family Only,1,East,Not provided,1,0,0,1,1 to 5 Year Old,0,0,0,0,0,200000,40000.0,1000.0, Chakan,0,135,1,1
1,1,Unfurnished,All,2,East,Concrete,1,12,1,0,10+ Year Old,1,0,0,0,0,4,13000.0,425.0, Chakan,2,135,1,2
2,2,Semifurnished,All,6,No Direction,Not provided,1,0,0,0,1 to 5 Year Old,0,0,1,0,0,40000,15000.0,950.0, Undri,1,898,0,1
1,1,Unfurnished,Family Only,2,West,Vitrified,1,11,2,2,1 to 5 Year Old,1,0,0,0,0,30000,13000.0,550.0, Undri,2,898,0,1
3,3,Unfurnished,Family Only,6,South,Vitrified,1,0,0,1,0 to 1 Year Old,1,0,0,0,0,30000,17000.0,462.0, Wadgaon Budruk,2,954,1,0
2,2,Unfurnished,All,6,East,Vitrified,1,11,1,2,5 to 10 Year Old,0,0,0,0,1,3,18000.0,900.0, Wadgaon Budruk,2,954,1,3
1,1,Furnished,Family Only,2,North,Ceramic,1,11,1,0,10+ Year Old,1,0,0,0,0,45000,17000.0,650.0, Bibwewadi,0,118,1,2
1,1,Unfurnished,All,0,East,Vitrified,1,12,1,0,5 to 10 Year Old,1,0,0,0,0,10000,5000.0,393.0, Bibwewadi,2,118,0,3
2,2,Unfurnished,All,5,No Direction,Not provided,1,0,0,2,0 to 1 Year Old,1,0,0,0,0,0,14000.0,820.0, Borhade Wadi,2,126,0,0
2,2,Unfurnished,"Family , Bachelors (Women Only)",6,North-East,Others,1,0,0,1,1 to 5 Year Old,1,0,0,0,0,25000,8500.0,800.0, Borhade Wadi,2,126,0,1
1,1,Semifurnished,All,5,North,Not provided,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,0,8500.0,560.0, Sinhgad Road,1,835,0,3
1,1,Unfurnished,All,2,No Direction,Marble,0,11,1,1,0 to 1 Year Old,1,0,0,0,0,20000,8100.0,465.0, Sinhgad Road,2,835,1,0
1,2,Unfurnished,All,1,South,Not provided,1,0,0,0,1 to 5 Year Old,0,0,0,0,0,60000,19000.0,700.0, Pimpri Chinchwad,2,640,0,1
2,2,Unfurnished,All,6,No Direction,Not provided,1,0,0,0,1 to 5 Year Old,0,0,0,0,0,12000,6200.0,425.0, Pimpri Chinchwad,2,640,0,1
1,1,Unfurnished,All,0,No Direction,Not provided,1,0,0,0,1 to 5 Year Old,1,0,0,0,0,15000,7000.0,322.0, Pune,2,663,0,1
3,3,Unfurnished,Family Only,7,North,Vitrified,1,22,1,2,5 to 10 Year Old,0,1,0,0,0,90000,29000.0,1450.0, Pune,2,663,0,3
1,1,Furnished,All,0,North-East,Not provided,0,0,0,0,10+ Year Old,1,0,0,0,0,35000,15000.0,500.0, Pune,0,663,0,2
1,1,Semifurnished,All,1,East,Not provided,0,0,0,1,1 to 5 Year Old,1,0,0,0,0,3,12000.0,322.0, Pune,1,663,1,1
2,2,Semifurnished,"Family , Bachelors (Men Only)",1,East,Ceramic,1,0,0,1,1 to 5 Year Old,1,0,0,0,0,30000,11900.0,548.0, Wagholi,1,963,1,1
2,2,Semifurnished,All,6,East,Vitrified,1,11,1,1,1 to 5 Year Old,0,0,0,0,0,30000,13000.0,980.0, Wagholi,1,963,0,1
1,2,Semifurnished,All,0,East,Vitrified,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,12000.0,250.0, koregaon park,1,1035,0,1
1,1,Unfurnished,All,1,East,Mosaic,0,11,1,0,10+ Year Old,1,0,0,0,0,30000,12500.0,500.0, koregaon park,2,1035,0,2
2,2,Semifurnished,Family Only,5,East,Vitrified,1,11,1,2,1 to 5 Year Old,1,0,0,0,0,65000,22000.0,795.0, Wakad,1,964,0,1
1,1,Semifurnished,All,2,No Direction,Not provided,1,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,14000.0,578.0, Wakad,1,964,0,3
