bedroom,bathrooms,furnishing,avalable_for,floor_number,facing,floor_type,parking,aggDur,noticeDur,powerbackup,prUnfurnishedertyage,no_room,pooja_room,study_room,servant_room,store_room,deposit_amt,rent,area,loc,fur_cat,loc_cat,gc_ct,p_age
2,2,Semifurnished,Family Only,2,East,Vitrified,1,0,1,1,5 to 10 Year Old,1,0,0,0,0,40000,17000.0,702.0, Dhanori,1,182,1,3
2,2,Unfurnished,All,1,South-East,Vitrified,1,11,1,2,0 to 1 Year Old,1,0,0,0,0,40000,13000.0,889.0, Dhanori,2,182,1,0
2,2,Unfurnished,Family Only,3,No Direction,Not provided,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,25000,10000.0,322.0, Pune,2,663,0,1
1,1,Furnished,Family Only,3,West,Vitrified,1,11,1,1,1 to 5 Year Old,1,0,0,0,0,4,15000.0,770.0, Pune,0,663,1,1
1,1,Unfurnished,All,1,No Direction,Not provided,0,11,1,0,5 to 10 Year Old,1,0,0,0,0,36000,11800.0,510.0, Kothrud,2,407,0,3
2,2,Unfurnished,All,2,North-East,Vitrified,1,11,2,0,5 to 10 Year Old,1,0,0,0,0,30000,16000.0,900.0, Kothrud,2,407,1,3
3,1,Unfurnished,Family Only,3,No Direction,Not provided,1,0,0,0,5 to 10 Year Old,1,0,0,0,0,6,25000.0,457.0, Sasane Nagar,2,763,0,3
2,1,Semifurnished,Family Only,4,No Direction,Not provided,0,11,1,0,5 to 10 Year Old,1,0,0,0,0,40000,13000.0,457.0, Sasane Nagar,1,763,1,3
1,1,Furnished,All,3,No Direction,Not provided,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,25000,14000.0,650.0, Hadapsar,0,257,0,3
2,2,Semifurnished,All,6,West,Not provided,1,0,0,2,1 to 5 Year Old,1,0,0,0,0,50000,19000.0,1010.0, Hadapsar,1,257,1,1
2,2,Unfurnished,All,2,North-West,Vitrified,1,11,1,2,5 to 10 Year Old,0,0,1,0,0,25000,15000.0,750.0, Sector No-26 Pradhikaran,2,772,1,3
1,2,Semifurnished,Family Only,1,West,Vitrified,1,11,1,1,5 to 10 Year Old,1,0,0,0,0,45000,16500.0,480.0, Sector No-26 Pradhikaran,1,772,1,3
1,1,Unfurnished,All,1,East,Marble,0,11,1,0,0 to 1 Year Old,0,0,0,0,1,15000,12000.0,548.0, Wagholi,2,963,1,0
1,2,Furnished,All,3,No Direction,Not provided,2,0,0,0,5 to 10 Year Old,0,0,0,0,0,25000,11000.0,30.35, Wagholi,0,963,0,3
2,2,Unfurnished,Family Only,2,No Direction,Not provided,1,0,0,0,1 to 5 Year Old,1,0,0,0,0,30000,14000.0,0.0, Survey No 15,2,852,0,1
2,2,Semifurnished,Family Only,0,No Direction,Not provided,1,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,13000.0,0.0, Survey No 15,1,852,0,1
2,2,Furnished,All,2,East,Vitrified,1,24,1,1,5 to 10 Year Old,1,0,0,0,0,100000,27000.0,1000.0, Malwadi,0,464,1,3
2,2,Semifurnished,Family Only,1,East,Vitrified,1,0,0,1,0 to 1 Year Old,1,0,0,0,0,80000,20000.0,752.0, Malwadi,1,464,0,0
3,3,Furnished,Family Only,2,North,Vitrified,2,36,2,1,10+ Year Old,0,1,1,0,0,200000,35000.0,350.0, Navi Peth,0,541,1,2
2,2,Semifurnished,Family Only,3,No Direction,Not provided,0,11,0,0,5 to 10 Year Old,1,0,0,0,0,50000,12000.0,700.0, Navi Peth,1,541,0,3
1,2,Unfurnished,All,3,South-East,Vitrified,0,11,1,1,1 to 5 Year Old,1,0,0,0,0,30000,10500.0,540.0, Ravet,2,702,1,1
2,2,Unfurnished,All,3,East,Vitrified,1,11,1,2,1 to 5 Year Old,0,0,0,0,1,3,13000.0,886.0, Ravet,2,702,1,1
2,2,Furnished,Family Only,3,North,Vitrified,1,0,0,2,1 to 5 Year Old,0,1,1,1,0,60000,22000.0,1066.0, Chinchwad,0,148,1,1
1,1,Unfurnished,Family Only,0,North-East,Ceramic,1,11,1,1,5 to 10 Year Old,1,0,0,0,0,2,14000.0,550.0, Chinchwad,2,148,1,3
1,1,Semifurnished,Family Only,4,East,Spartex,0,11,1,0,10+ Year Old,1,0,0,0,0,50000,15000.0,500.0, Guruvar Peth,1,256,0,2
2,2,Unfurnished,Family Only,3,East,Granite,1,11,2,1,0 to 1 Year Old,1,0,0,0,0,20000,8000.0,750.0, Guruvar Peth,2,256,1,0
2,2,Unfurnished,Family Only,0,No Direction,Not provided,0,12,1,0,10+ Year Old,1,0,0,0,0,30000,10000.0,805.0, Chinchwad,2,148,0,2
1,1,Unfurnished,All,3,No Direction,Granite,1,12,1,0,5 to 10 Year Old,1,0,0,0,0,2,6000.0,450.0, Chinchwad,2,148,0,3
4,4,Semifurnished,Family Only,9,East,Marble,1,24,2,2,1 to 5 Year Old,0,0,0,1,0,4,70000.0,2111.0, Pimple Nilakh,1,636,1,1
2,2,Furnished,All,2,No Direction,Not provided,1,11,1,0,5 to 10 Year Old,1,0,0,0,0,80000,32000.0,923.0, Pimple Nilakh,0,636,1,3
2,2,Unfurnished,All,1,No Direction,Not provided,1,0,0,0,1 to 5 Year Old,1,0,0,0,0,50000,24000.0,574.0, Tulaja Bhawani Nagar,2,891,0,1
1,1,Furnished,Bachelors (Men/Women),0,North,Vitrified,1,12,1,0,10+ Year Old,1,0,0,0,0,21000,7500.0,150.0, Tulaja Bhawani Nagar,0,891,1,2
1,2,Furnished,All,1,No Direction,Not provided,0,11,1,0,5 to 10 Year Old,1,0,0,0,0,50000,21000.0,550.0, Koregaon Park,0,404,0,3
1,1,Unfurnished,All,2,No Direction,Not provided,1,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,4800.0,734.0, Koregaon Park,2,404,0,3
2,2,Unfurnished,All,5,North-East,Vitrified,1,11,1,1,1 to 5 Year Old,0,0,0,0,1,25000,10999.0,736.15, Wagholi,2,963,1,1
1,1,Unfurnished,All,3,North,Marble,1,11,1,0,10+ Year Old,1,0,0,0,0,15000,11000.0,580.0, Wagholi,2,963,0,2
2,2,Semifurnished,Family Only,2,No Direction,Not provided,0,0,0,0,10+ Year Old,1,0,0,0,0,60000,17000.0,373.0, Warje,1,975,0,2
2,1,Semifurnished,All,3,No Direction,Marble,1,11,1,0,5 to 10 Year Old,0,0,1,0,0,25000,13000.0,760.0, Warje,1,975,1,3
2,2,Semifurnished,All,1,West,Vitrified,1,11,1,1,5 to 10 Year Old,1,0,0,0,0,40000,16000.0,489.0, Hadapsar,1,257,1,3
3,3,Semifurnished,All,3,East,Vitrified,1,36,1,2,5 to 10 Year Old,0,1,0,1,0,6,35000.0,1378.0, Hadapsar,1,257,1,3
2,2,Furnished,All,2,East,Ceramic,4,36,2,0,1 to 5 Year Old,1,0,0,0,0,100000,30000.0,1000.0, Kharadi,0,378,1,1
2,2,Unfurnished,Family Only,0,South,Not provided,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,11000.0,700.0, Kharadi,2,378,0,1
2,2,Unfurnished,Family Only,3,East,Vitrified,1,22,1,2,5 to 10 Year Old,0,1,0,0,0,50000,19000.0,1020.0, Kondhwa,2,398,0,3
1,1,Furnished,Family Only,0,North-East,Marble,2,11,1,0,5 to 10 Year Old,0,0,0,0,0,40000,15000.0,610.0, Kondhwa,0,398,1,3
2,2,Semifurnished,All,2,No Direction,Not provided,1,0,0,0,5 to 10 Year Old,1,0,0,0,0,4,20000.0,174.0, Vidyanagar,1,931,0,3
2,2,Unfurnished,Family Only,5,No Direction,Not provided,1,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,20000.0,174.0, Vidyanagar,2,931,1,3
2,2,Furnished,Family Only,2,No Direction,Not provided,1,18,1,1,10+ Year Old,1,0,0,0,0,150000,40000.0,734.0, Koregaon Park,0,404,1,2
1,1,Unfurnished,All,1,North,Mosaic,2,11,1,0,10+ Year Old,1,0,0,0,0,25000,8000.0,500.0, Koregaon Park,2,404,0,2
4,4,Furnished,Family Only,4,East,Vitrified,2,36,1,2,5 to 10 Year Old,1,0,0,0,0,150000,45000.0,1850.0, Baner,0,71,1,3
2,2,Semifurnished,All,6,East,Granite,1,12,2,2,0 to 1 Year Old,1,0,0,0,0,70000,20000.0,790.0, Baner,1,71,1,0
1,2,Semifurnished,All,3,No Direction,Not provided,1,0,0,0,5 to 10 Year Old,1,0,0,0,0,40000,15000.0,600.0, Kharadi,1,378,0,3
2,2,Semifurnished,Family Only,4,North,Vitrified,1,0,0,2,5 to 10 Year Old,1,0,0,0,0,35000,16000.0,810.0, Kharadi,1,378,0,3
1,1,Unfurnished,Family Only,1,East,Mosaic,1,11,0,0,10+ Year Old,1,0,0,0,0,20000,8000.0,322.0, Pune,2,663,0,2
2,2,Furnished,All,6,West,Not provided,1,0,0,0,10+ Year Old,1,0,0,0,0,0,30000.0,1100.0, Pune,0,663,0,2
1,1,Furnished,Family Only,1,No Direction,Not provided,1,0,0,0,10+ Year Old,1,0,0,0,0,3,17000.0,550.0, Bund Garden,0,127,0,2
3,2,Unfurnished,"Family , Bachelors (Women Only)",3,No Direction,Ceramic,1,0,0,0,5 to 10 Year Old,1,0,0,0,0,40000,20000.0,1099.0, Bund Garden,2,127,1,3
2,2,Semifurnished,Family Only,6,No Direction,Vitrified,1,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,19000.0,578.0, Wakad,1,964,1,0
2,2,Furnished,Family Only,5,North-West,Vitrified,1,3,1,2,5 to 10 Year Old,0,0,0,0,0,75000,25000.0,1100.0, Wakad,0,964,1,3
1,1,Unfurnished,"Family , Bachelors (Men Only)",4,East,Not provided,1,0,3,0,1 to 5 Year Old,0,0,0,0,0,16800,8400.0,498.0, Keshav Nagar,2,367,0,1
1,1,Unfurnished,Family Only,1,No Direction,Not provided,1,11,1,0,5 to 10 Year Old,1,0,0,0,0,2,9000.0,680.0, Keshav Nagar,2,367,1,3
3,3,Furnished,All,2,East,Vitrified,1,11,1,1,1 to 5 Year Old,1,0,0,0,0,120000,35000.0,1130.0, Hinjewadi,0,276,1,1
2,2,Furnished,All,4,East,Marble,1,11,1,1,1 to 5 Year Old,1,0,0,0,0,50000,20000.0,714.0, Hinjewadi,0,276,0,1
1,1,Semifurnished,Family Only,7,East,Not provided,0,11,1,0,10+ Year Old,1,0,0,0,0,70000,17000.0,670.0, Bibwewadi Kondhwa road,1,121,1,2
1,1,Unfurnished,All,3,No Direction,Not provided,1,11,1,0,1 to 5 Year Old,1,0,0,0,0,15000,5000.0,335.0, Bibwewadi Kondhwa road,2,121,0,1
1,1,Semifurnished,Family Only,1,No Direction,Not provided,1,0,0,1,0 to 1 Year Old,1,0,0,0,0,30000,12000.0,388.0, Marunji,1,486,1,0
1,1,Unfurnished,Family Only,2,No Direction,Not provided,1,0,0,0,10+ Year Old,1,0,0,0,0,20000,9500.0,420.0, Marunji,2,486,0,2
2,1,Unfurnished,Family Only,4,East,Not provided,1,11,0,0,1 to 5 Year Old,1,0,0,0,0,30000,10000.0,700.0, Dighi,2,195,0,1
2,2,Furnished,All,1,No Direction,Not provided,1,0,0,0,10+ Year Old,1,0,0,0,0,100000,35000.0,453.0, Dighi,0,195,0,2
3,4,Furnished,All,2,No Direction,Marble,1,0,0,1,10+ Year Old,0,1,1,1,0,200000,50000.0,2300.0, Boat Club Road,0,124,1,2
1,1,Unfurnished,All,1,West,Ceramic,1,11,0,2,1 to 5 Year Old,0,0,0,0,0,2,8500.0,500.0, Boat Club Road,2,124,1,1
2,2,Semifurnished,Family Only,5,No Direction,Not provided,1,12,1,0,5 to 10 Year Old,1,0,0,0,0,50000,18000.0,1000.0, Mundhwa,1,520,0,3
1,1,Semifurnished,Family Only,1,No Direction,Not provided,1,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,10000.0,403.0, Mundhwa,1,520,0,3
1,2,Furnished,"Family , Bachelors (Women Only)",3,North-East,Vitrified,1,11,1,2,1 to 5 Year Old,1,0,0,0,0,2,15000.0,498.0, Keshav Nagar,0,367,1,1
1,1,Semifurnished,All,3,South-East,Not provided,0,0,0,0,10+ Year Old,1,0,0,0,0,20000,12000.0,450.0, Keshav Nagar,1,367,0,2
5,5,Unfurnished,All,1,North-East,Wood,1,0,0,2,1 to 5 Year Old,0,0,0,1,0,165000,45000.0,1800.0, Hinjewadi Phase 1,2,277,0,1
2,2,Unfurnished,Family Only,2,No Direction,Vitrified,1,12,1,2,5 to 10 Year Old,1,0,0,0,0,180000,30000.0,622.0, Hinjewadi Phase 1,2,277,1,3
3,2,Unfurnished,All,1,West,Concrete,1,12,1,0,0 to 1 Year Old,1,0,0,0,0,25000,15000.0,1550.0, Sus ,2,855,0,0
2,2,Semifurnished,Family Only,6,East,Vinyl,1,11,1,0,5 to 10 Year Old,1,0,0,0,0,40000,15000.0,800.0, Sus ,1,855,0,3
2,2,Semifurnished,Family Only,3,No Direction,Not provided,0,11,0,0,10+ Year Old,1,0,0,0,0,0,25000.0,900.0, Wireless Colony,1,979,0,2
1,1,Semifurnished,Family Only,0,No Direction,Not provided,2,0,1,0,10+ Year Old,1,0,0,0,0,25000,11000.0,500.0, Wireless Colony,1,979,1,2
2,2,Furnished,All,4,No Direction,Not provided,1,0,0,0,10+ Year Old,1,0,0,0,0,60000,21000.0,800.0, Kaspate Vasti,0,356,0,2
1,1,Furnished,All,1,East,Not provided,1,0,1,0,1 to 5 Year Old,1,0,0,0,0,50000,15500.0,461.0, Kaspate Vasti,0,356,1,1
1,1,Unfurnished,All,0,West,Not provided,1,0,0,0,0 to 1 Year Old,0,1,0,0,0,5000,2800.0,322.0, Pune,2,663,0,0
4,4,Unfurnished,Family Only,0,No Direction,Not provided,1,0,0,2,NO age,1,0,0,0,0,0,24768.73599,322.0, Pune,2,663,0,4
2,2,Furnished,All,3,No Direction,Not provided,1,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,22000.0,548.0, Wagholi,0,963,0,1
2,2,Semifurnished,Family Only,3,No Direction,Vitrified,0,11,1,2,1 to 5 Year Old,0,0,1,0,0,30000,14000.0,597.0, Wagholi,1,963,1,1
1,1,Semifurnished,All,1,East,Vitrified,1,11,2,1,5 to 10 Year Old,1,0,0,0,0,20000,8500.0,548.0, Wagholi,1,963,1,3
2,2,Semifurnished,Family Only,7,East,Vitrified,1,21,1,1,1 to 5 Year Old,1,0,0,0,0,2,30000.0,900.0, Wagholi,1,963,1,1
1,1,Semifurnished,Family Only,3,No Direction,Not provided,1,0,1,0,10+ Year Old,1,0,0,0,0,0,8000.0,615.0, Dhayari,1,187,0,2
2,2,Semifurnished,Family Only,3,East,Not provided,1,11,1,0,0 to 1 Year Old,1,0,0,0,0,25000,16000.0,700.0, Dhayari,1,187,1,0
2,1,Semifurnished,Family Only,4,No Direction,Vitrified,1,0,0,0,10+ Year Old,1,0,0,0,0,100000,22000.0,700.0, Shukravar Peth,1,826,1,2
2,2,Semifurnished,Family Only,1,No Direction,Not provided,1,0,0,0,10+ Year Old,1,0,0,0,0,40000,19500.0,388.0, Shukravar Peth,1,826,0,2
2,2,Unfurnished,Family Only,6,West,Vitrified,1,11,1,1,10+ Year Old,0,0,0,0,0,60000,21000.0,900.0, Aundh,2,43,1,2
3,3,Semifurnished,All,1,East,Vitrified,1,11,1,0,5 to 10 Year Old,0,1,1,1,1,80000,30000.0,1550.0, Aundh,1,43,1,3
1,1,Semifurnished,All,3,East,Ceramic,1,11,1,0,10+ Year Old,1,0,0,0,0,3,13000.0,500.0, Sakal Nagar,1,737,0,2
1,1,Semifurnished,All,0,East,Vitrified,0,12,1,0,0 to 1 Year Old,1,0,0,0,0,20000,5500.0,250.0, Sakal Nagar,1,737,1,0
2,2,Furnished,"Family , Bachelors (Women Only)",1,No Direction,Not provided,2,0,0,0,5 to 10 Year Old,0,1,1,0,0,3,27000.0,1000.0, Eon Free Zone ,0,207,0,3
2,2,Semifurnished,All,5,North-West,Not provided,1,0,0,0,1 to 5 Year Old,0,0,0,0,0,65000,22500.0,590.0, Eon Free Zone ,1,207,0,1
2,2,Semifurnished,All,5,North-East,Granite,1,11,1,1,5 to 10 Year Old,0,0,0,0,1,20000,16000.0,750.0, Somnath Nagar,1,843,1,3
2,2,Semifurnished,All,2,East,Spartex,1,24,1,0,10+ Year Old,1,0,0,0,0,50000,20000.0,900.0, Somnath Nagar,1,843,1,2
2,2,Semifurnished,Family Only,1,East,Vitrified,0,0,1,2,10+ Year Old,1,0,0,0,0,3,20000.0,637.0, Wanowrie,1,972,1,2
2,2,Semifurnished,Family Only,5,No Direction,Not provided,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,39000,13000.0,951.0, Wanowrie,1,972,1,3
2,2,Furnished,All,2,South,Not provided,1,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,20000.0,578.0, Wakad,0,964,1,3
2,2,Unfurnished,All,2,East,Vitrified,1,11,1,2,5 to 10 Year Old,0,0,0,0,1,3,14500.0,850.0, Wakad,2,964,1,3
2,2,Semifurnished,All,1,North,Wood,1,11,2,2,1 to 5 Year Old,1,0,0,0,0,74000,26000.0,1010.0, Kharadi,1,378,1,1
2,1,Unfurnished,Family Only,3,East,Ceramic,1,0,2,0,10+ Year Old,1,0,0,0,0,3,14000.0,650.0, Kharadi,2,378,1,2
1,1,Semifurnished,All,7,East,Vitrified,1,11,1,2,1 to 5 Year Old,1,0,0,0,0,40000,15000.0,680.0, Magarpatta,1,448,1,1
1,1,Unfurnished,"Family , Bachelors (Men Only)",2,No Direction,Not provided,0,0,0,0,1 to 5 Year Old,0,0,0,0,0,10000,5000.0,583.0, Magarpatta,2,448,0,1
3,3,Furnished,Family Only,4,No Direction,Not provided,3,0,0,1,10+ Year Old,0,1,1,1,0,6,24768.73599,743.0, Baner,0,71,0,2
2,2,Furnished,Family Only,7,South-East,Marble,1,12,1,0,1 to 5 Year Old,0,0,0,0,0,60000,18000.0,950.0, Baner,0,71,1,1
2,2,Unfurnished,Family Only,1,North,Others,1,11,1,0,1 to 5 Year Old,1,0,0,0,0,50000,19000.0,764.0, Pimple Gurav,2,634,1,1
2,2,Unfurnished,All,5,East,Vitrified,1,11,1,2,1 to 5 Year Old,0,1,0,0,0,2,10000.0,878.0, Pimple Gurav,2,634,1,1
2,2,Unfurnished,All,1,East,Vitrified,1,0,0,2,Under Construction,1,0,0,0,0,50000,18000.0,619.0, Hinjewadi,2,276,1,5
2,2,Semifurnished,All,3,No Direction,Not provided,1,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,17000.0,537.0, Hinjewadi,1,276,0,1
3,3,Semifurnished,All,5,North-East,Vitrified,2,0,0,1,5 to 10 Year Old,1,0,0,0,0,75000,26000.0,1650.0, Thergaon,1,880,0,3
1,1,Unfurnished,"Family , Bachelors (Women Only)",1,East,Granite,0,11,2,1,5 to 10 Year Old,1,0,0,0,0,11,11500.0,600.0, Thergaon,2,880,1,3
1,1,Unfurnished,Family Only,1,No Direction,Not provided,1,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,9000.0,489.0, Hadapsar,2,257,0,1
2,2,Semifurnished,Family Only,3,No Direction,Not provided,0,11,1,0,5 to 10 Year Old,1,0,0,0,0,3,23000.0,900.0, Hadapsar,1,257,0,3
1,2,Unfurnished,All,6,East,Vitrified,1,11,1,1,1 to 5 Year Old,0,0,0,0,0,25000,8500.0,410.0, Wagholi,2,963,1,1
2,2,Unfurnished,All,0,East,Marble,1,11,1,2,1 to 5 Year Old,0,1,1,1,1,15000,7150.0,418.0, Wagholi,2,963,1,1
2,1,Unfurnished,Family Only,0,South,Not provided,1,0,0,0,1 to 5 Year Old,1,0,0,0,0,10000,6500.0,322.0, Pune,2,663,0,1
1,1,Unfurnished,All,0,South,Not provided,1,0,0,0,5 to 10 Year Old,1,0,0,0,0,30000,9000.0,600.0, Pune,2,663,0,3
2,2,Unfurnished,Family Only,4,East,Vitrified,0,11,1,2,1 to 5 Year Old,1,0,0,0,0,25000,11000.0,114.0, Mamurdi,2,466,1,1
1,1,Unfurnished,Family Only,1,No Direction,Spartex,1,11,1,0,1 to 5 Year Old,1,0,0,0,0,15000,7000.0,114.0, Mamurdi,2,466,0,1
1,1,Semifurnished,Family Only,3,East,Not provided,0,0,0,0,0 to 1 Year Old,1,0,0,0,0,20000,9000.0,520.0, Pimple Gurav,1,634,0,0
2,2,Furnished,All,7,No Direction,Not provided,1,0,0,0,5 to 10 Year Old,1,0,0,0,0,50000,22000.0,462.0, Pimple Gurav,0,634,0,3
1,1,Semifurnished,Bachelors (Women Only),7,No Direction,Wood,1,11,1,0,0 to 1 Year Old,1,0,0,0,0,24000,12000.0,300.0, Hinjewadi Phase 2,1,278,1,0
1,1,Semifurnished,All,1,East,Mosaic,1,0,1,0,10+ Year Old,1,0,0,0,0,50000,15500.0,550.0, Hinjewadi Phase 2,1,278,1,2
2,2,Furnished,All,3,East,Vitrified,1,11,1,2,5 to 10 Year Old,1,0,0,0,0,3,24000.0,900.0, Eon Free Zone ,0,207,1,3
2,2,Unfurnished,Family Only,4,No Direction,Not provided,1,0,0,0,5 to 10 Year Old,1,0,0,0,0,50000,15000.0,590.0, Eon Free Zone ,2,207,0,3
1,1,Unfurnished,"Family , Bachelors (Women Only)",0,East,Not provided,1,0,0,0,10+ Year Old,0,0,0,0,0,10000,5000.0,300.0, Sector-16 Chikhali,2,779,0,2
1,1,Furnished,All,2,No Direction,Not provided,0,0,0,0,10+ Year Old,1,0,0,0,0,35000,15000.0,650.0, Sector-16 Chikhali,0,779,0,2
2,2,Furnished,Family Only,4,No Direction,Not provided,1,0,0,0,5 to 10 Year Old,1,0,0,0,0,85000,21000.0,691.0, Sai Nagar Park,0,726,0,3
2,1,Semifurnished,Family Only,3,North,Not provided,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,11000.0,675.0, Sai Nagar Park,1,726,0,1
1,1,Furnished,Family Only,5,East,Vitrified,1,12,1,1,5 to 10 Year Old,1,0,0,0,0,40000,16000.0,490.0, Kaveri Nagar,0,363,1,3
1,1,Unfurnished,All,1,No Direction,Not provided,0,11,2,0,5 to 10 Year Old,1,0,0,0,0,25000,9000.0,245.0, Kaveri Nagar,2,363,0,3
2,2,Unfurnished,Family Only,4,East,Not provided,1,0,1,2,1 to 5 Year Old,1,0,0,0,0,3,26000.0,1050.0, Hinjewadi,2,276,1,1
1,1,Unfurnished,All,0,No Direction,Not provided,1,0,0,0,1 to 5 Year Old,1,0,0,0,0,18000,9700.0,550.0, Hinjewadi,2,276,0,1
2,2,Unfurnished,All,7,West,Vitrified,1,11,1,2,5 to 10 Year Old,1,0,0,0,0,40000,14000.0,850.0, Hinjewadi Phase 1,2,277,1,3
2,2,Semifurnished,Family Only,6,East,Marble,1,24,1,2,10+ Year Old,0,1,0,0,0,150000,47000.0,622.0, Hinjewadi Phase 1,1,277,1,2
2,2,Furnished,Family Only,4,No Direction,Not provided,1,0,0,0,5 to 10 Year Old,1,0,0,0,0,65000,21000.0,663.0, Shankar Kalat Nagar,0,791,1,3
2,2,Unfurnished,Family Only,2,West,Spartex,1,24,1,2,10+ Year Old,1,0,0,0,0,60000,19000.0,900.0, Shankar Kalat Nagar,2,791,1,2
2,2,Semifurnished,"Family , Bachelors (Men Only)",2,North,Vitrified,1,11,1,0,5 to 10 Year Old,1,0,0,0,0,30000,16000.0,860.0, Chikhali,1,145,1,3
1,1,Semifurnished,Family Only,5,No Direction,Not provided,1,0,0,0,5 to 10 Year Old,1,0,0,0,0,3,15000.0,480.0, Chikhali,1,145,0,3
2,2,Furnished,Family Only,7,East,Ceramic,1,0,1,1,5 to 10 Year Old,0,1,0,0,0,70000,18000.0,850.0, Thergaon,0,880,1,3
2,1,Unfurnished,All,3,No Direction,Not provided,1,0,0,0,0 to 1 Year Old,1,0,0,0,0,20000,8000.0,557.0, Thergaon,2,880,0,0
1,2,Unfurnished,All,2,No Direction,Not provided,1,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,8000.0,231.0, Gahunje,2,218,0,0
2,2,Semifurnished,Family Only,1,North,Spartex,1,11,1,0,0 to 1 Year Old,1,0,0,0,0,50000,18000.0,231.0, Gahunje,1,218,0,0
1,1,Unfurnished,Family Only,2,West,Vitrified,1,11,2,0,1 to 5 Year Old,1,0,0,0,0,40000,10500.0,982.0, Moshi,2,516,1,1
2,2,Unfurnished,Family Only,3,South,Not provided,1,12,0,1,5 to 10 Year Old,1,0,0,0,0,0,16000.0,982.0, Moshi,2,516,0,3
3,3,Unfurnished,All,6,No Direction,Not provided,1,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,18000.0,288.0, Charholi Kurd,2,142,0,0
2,2,Unfurnished,All,2,North-East,Concrete,1,11,1,1,1 to 5 Year Old,0,0,0,0,0,3,7500.0,430.0, Charholi Kurd,2,142,1,1
1,1,Semifurnished,All,2,North,Mosaic,3,0,0,0,10+ Year Old,0,0,1,0,0,60000,20000.0,480.0, Narhe,1,540,1,2
2,2,Unfurnished,Family Only,2,South-East,Not provided,1,0,0,0,5 to 10 Year Old,1,0,0,0,0,30000,11500.0,390.0, Narhe,2,540,0,3
1,1,Furnished,Family Only,1,North-East,Ceramic,1,0,0,2,1 to 5 Year Old,1,0,0,0,0,50000,15500.0,659.0, Bhugaon,0,108,1,1
3,3,Semifurnished,All,1,East,Vitrified,1,12,1,1,5 to 10 Year Old,0,0,0,0,0,3,27000.0,1250.0, Bhugaon,1,108,1,3
1,1,Semifurnished,All,3,No Direction,Ceramic,0,11,1,1,1 to 5 Year Old,1,0,0,0,0,0,11000.0,402.0, Dapodi,1,171,1,1
2,2,Unfurnished,All,1,East,Vitrified,1,11,1,2,0 to 1 Year Old,1,0,0,0,0,3,21000.0,790.0, Dapodi,2,171,1,0
3,3,Semifurnished,Family Only,7,East,Spartex,2,0,0,2,0 to 1 Year Old,0,0,0,1,0,4,45000.0,625.0, Prabhat Road,1,650,1,0
1,2,Semifurnished,"Family , Bachelors (Women Only)",9,West,Spartex,1,12,1,1,5 to 10 Year Old,0,0,1,0,0,3,15500.0,750.0, Prabhat Road,1,650,1,3
1,1,Semifurnished,All,1,East,Vitrified,1,11,1,1,1 to 5 Year Old,1,0,0,0,0,30000,9000.0,650.0, Punawale,1,662,0,1
1,1,Semifurnished,Family Only,3,South-West,Vitrified,1,24,1,1,10+ Year Old,0,0,0,0,0,50000,15000.0,550.0, Punawale,1,662,1,2
2,2,Semifurnished,All,6,No Direction,Not provided,1,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,16000.0,700.0, Warje,1,975,0,3
1,1,Unfurnished,All,1,East,Vitrified,1,11,1,1,0 to 1 Year Old,0,0,0,0,0,39000,15000.0,500.0, Warje,2,975,1,0
2,2,Semifurnished,Family Only,2,East,Concrete,1,11,3,2,1 to 5 Year Old,0,1,1,0,0,3,17500.0,980.0, Sector-29 Ravet,1,781,1,1
3,3,Unfurnished,All,1,East,Vitrified,1,11,1,1,1 to 5 Year Old,1,0,0,0,0,50000,16500.0,1170.0, Sector-29 Ravet,2,781,1,1
2,2,Semifurnished,All,2,No Direction,Ceramic,1,12,1,1,1 to 5 Year Old,1,0,0,0,0,40000,16000.0,740.0, Phursungi,1,632,1,1
2,2,Semifurnished,All,6,North,Not provided,1,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,15000.0,1080.0, Phursungi,1,632,1,0
1,1,Unfurnished,"Family , Bachelors (Men Only)",0,West,Vitrified,0,11,1,0,5 to 10 Year Old,0,0,0,0,0,10000,4000.0,0.0, Manajinagar Narhe,2,468,1,3
1,1,Unfurnished,All,0,No Direction,Not provided,1,11,1,0,5 to 10 Year Old,1,0,0,0,0,0,12000.0,0.0, Manajinagar Narhe,2,468,0,3
